Premise Name,Premise No,Type,TPIN,Physical Address,Street,PSU No,Category,District,Region
BD PHARMACEUTICALS LTD,NDA/PRE/WHP/0764,Wholesale Pharmacy,1006794230,Plot 53,High Street,1522,Veretinary,Mbarara,South Western Region - Mbarara
EPACO LIMITED,NDA/PRE/WHP/0767,Wholesale Pharmacy,\N,"PLT 38,","ALEXANDER STREET,",1381,Human,Kasese,South Western Region - Mbarara
SOLENE PHARMACEUTICALS LTD,NDA/PRE/WHP/0771,Wholesale Pharmacy,\N,Plot 28,Margherita Street,710,Human,Kasese,South Western Region - Mbarara
MUKWANO MEDICAL SERVICES LIMITED,NDA/PRE/WHP/0793,Wholesale Pharmacy,1001296929,"LUKAYA, MASAKA ROAD","LUKAYA, MASAKA ROAD",1040,Human,Kalungu,Central Regional Office - Masaka
ERIS LTD,NDA/PRE/WHP/0803,Wholesale Pharmacy,1000033447,Plot 51 William Street,William Street,315,Human,Kampala,Kampala Extra - Akamwesi
CORE ACCESS LIMITED,NDA/PRE/WHP/0840,Wholesale Pharmacy,1120521091,"Plot 30, Kasumba","Circular Road, Ntinda",1228,Human,Kampala,Kampala Extra - Akamwesi
SHIFA CHEMIST LTD-MBAGUTA STREET,NDA/PRE/WHP/0847,Wholesale Pharmacy,\N,"PLT 11/13,",MBAGUTA STREET,726,Human,Mbarara,South Western Region - Mbarara
Sanyu 2014 Pharmacy,NDA/PRE/WHP/0872,Wholesale Pharmacy,\N,Plot 70,Zibondo Road,920,Human,Kaliro,South Eastern Region - Jinja
NABAW PHARMACY LIMITED,NDA/PRE/WHP/0874,Wholesale Pharmacy,\N,Kayunga -,Busana Road,1012,Human,Kayunga,South Eastern Region - Jinja
MUNIR AND SONS INVESTMENT LTD,NDA/PRE/WHP/0882,Wholesale Pharmacy,\N,JINJA-KAMPALA HWAY- OPP MUKONO POLICE,JINJA-KAMPALA HIGHWAY,475,Human,Mukono,South Eastern Region - Jinja
SSINGO PHARMACEUTICALS LIMITED,NDA/PRE/WHP/0905,Wholesale Pharmacy,\N,MITYANA,TRADING CENTRE,1670,Human,Mityana,Western Region - Hoima
MERIT FARM SUPPLY LIMITED,NDA/PRE/WHP/0914,Wholesale Pharmacy,\N,"Plot 5,",Balya Rd,599,Veretinary,Kabarole,Western Region - Hoima
BUNDIBUGYO PHARMACY LIMITED,NDA/PRE/WHP/0917,Wholesale Pharmacy,1006833406,"Fort portal Road , Bundibugyo Rural",Road,1761,Human,Bundibugyo,Western Region - Hoima
BIOMED AFRICA LIMITED,NDA/PRE/WHP/0919,Wholesale Pharmacy,1006732716,"PLOT M2 &M4, FACTORY CLOSE, NTINDA","FACTORY CLOSE, NTINDA",445,Human,Kampala,Kampala Extra - Akamwesi
SPRING PHARMACY LIMITED,NDA/PRE/WHP/0923,Wholesale Pharmacy,\N,"PLOT 6, G08, THE MALL, WILSON ROAD",Wilson Rd,412,Human,Kampala,Kampala Extra - Akamwesi
BUGOLO HEALTH CARE PHARMACEUTICALS LTD,NDA/PRE/WHP/0924,Wholesale Pharmacy,\N,MUHORRO,TRADING CENTRE,479,Human,Kagadi,Western Region - Hoima
TUMURAMYE PHARMACY LIMITED,NDA/PRE/WHP/0944,Wholesale Pharmacy,\N,BUYAGA,STREET,2032,Human,Kagadi,Western Region - Hoima
AKSHAR PHARMACEUTICALS UGANDA LIMITED,NDA/PRE/WHP/0949,Wholesale Pharmacy,1008568032,"KIGUMBA TOWN COUNCIL, GULU HIGHWAY","KIGUMBA TOWN COUNCIL, GULU HIGHWAY",1633,Human,Kiryandongo,Western Region - Hoima
JULKO PHARMACEUTICALS (U) LIMITED,NDA/PRE/WHP/0952,Wholesale Pharmacy,\N,BWEYALE,TOWN,372,Human,Kiryandongo,Western Region - Hoima
UNEED GLOBAL GROUP LIMITED,NDA/PRE/WHP/0989,Wholesale Pharmacy,1000290756,"Plot 53, Kamwokya",Kira Rd,724,Human,Kampala,Kampala Extra - Akamwesi
AIM PHARMACEUTICALS LTD,NDA/PRE/WHP/10012,Wholesale Pharmacy,1026409984,"MUKWANO COURTS, BUGANDA ROAD, KAMPALA CENTRAL.-Kampala","MUKWANO COURTS, BUGANDA ROAD",1408,Human,Kampala,Kampala Extra - Akamwesi
OVERCOMERS PHARMACY LIMITED,NDA/PRE/WHP/10013,Wholesale Pharmacy,\N,"KALAMBA T/C, KIGANDA T.C",MITYANA-MUBENDE RD,1954,Human,Kasanda,Western Region - Hoima
PENOMAC PHARMA LIMITED,NDA/PRE/WHP/10049,Wholesale Pharmacy,\N,PLOT No. 14,Main street,2024,Human,Kaberamaido,North Eastern Region - Soroti
HOLY GROUNDS PHARMACEUTICALS LIMITED,NDA/PRE/WHP/10060,Wholesale Pharmacy,\N,PLOT 05,TIRINYI HIGHWAY,1494,Human,Budaka,Eastern Region - Tororo
NABADAH PHARMACEUTICAL COMPANY LIMITED,NDA/PRE/WHP/10097,Wholesale Pharmacy,1037403667,Rubaare Town Council,Kisizi Road,1902,Human,Ntungamo,South Western Region - Mbarara
ORGANPIC PHARMACY LIMITED,NDA/PRE/WHP/10104,Wholesale Pharmacy,\N,"KAYUNGA, KITIMBWA TOWN COUNCIL",BBAALE ROAD,2015,Human,Kayunga,South Eastern Region - Jinja
GARY HOLMES PHARMACY UGANDA LIMITED,NDA/PRE/WHP/10154,Wholesale Pharmacy,1036416359,"LEE AND PENNY, ANDERSON BLOCK- NEXT TO GARY HOLMES HOSPITAL, MAGANJO, WAKISO DISTRICT",NEXT TO GARY HOLMES HOSPITAL,2034,Human,Wakiso,Kampala Extra - Akamwesi
JENSON OKAM PHARMACY LIMITED,NDA/PRE/WHP/10156,Wholesale Pharmacy,\N,TOWN COUNCIL,BULANGIRA ROAD,\N,Human,Kibuku,Eastern Region - Tororo
PRANA PHARMA LTD,NDA/PRE/WHP/10162,Wholesale Pharmacy,\N,PLOT 211 -,MALABA ROAD,1933,Human,Tororo,Eastern Region - Tororo
ALTIM PHARMACY LIMITED,NDA/PRE/WHP/10164,Wholesale Pharmacy,1036777099,"NSOOBA OPPOSITE BY-TRUST FUEL STATION, KYEBANDO RING ROAD",KYEBANDO RING ROAD,2009,Human,Kampala,Kampala Extra - Akamwesi
DRUGLOFT PHARMACY LIMITED,NDA/PRE/WHP/10195,Wholesale Pharmacy,1036329487,"1ST FLOOR IMANI VILLAGE COMPLES, MULAWA",MULAWA,993,Human,Wakiso,Kampala Extra - Akamwesi
ALENAX PHARMACY LIMITED,NDA/PRE/WHP/10214,Wholesale Pharmacy,1037390750,"KITUZI, LUNGUJJA",LUNGUJJA,2058,Human,Kampala,Kampala Extra - Akamwesi
JAZMINE DIVINE INVESTMENTS (U) LIMITED,NDA/PRE/WHP/10251,Wholesale Pharmacy,\N,"IRUNDU TOWN COUNCIL, BUDIOPE EAST",,2030,Human,Buyende,South Eastern Region - Jinja
SEFAM PHARMACY LTD,NDA/PRE/WHP/10258,Wholesale Pharmacy,\N,OPP LUWERO GENERAL HOSPITAL,KASANA,1982,Human,Luweero,Kampala Extra - Akamwesi
J.P.IMPEX PHARMACY (U) LIMITED,NDA/PRE/WHP/1028,Wholesale Pharmacy,1008577311,"PLOT 20, OBOJA RD",OBOJA RD,1178,Human,Iganga,South Eastern Region - Jinja
NAHAM PHARMACEUTICALS - SMC LTD,NDA/PRE/WHP/10284,Wholesale Pharmacy,\N,LWEZA,ENTEBBE ROAD,1889,Human,Wakiso,Kampala Extra - Akamwesi
MINCOM CURE CO. LTD,NDA/PRE/WHP/10295,Wholesale Pharmacy,\N,Plot 106,Old Kabale Rd,1920,Human,Ntungamo,South Western Region - Mbarara
MALAK HEALTHCARE (U) LTD,NDA/PRE/WHP/10296,Wholesale Pharmacy,1038427435,"SHOP LP02, LWANGA PLAZA, BULAGA - KALAMBI",MITYANA ROAD,748,Human,Wakiso,Kampala Extra - Akamwesi
WALGREEN INVESTMENT LIMITED PHARMACY,NDA/PRE/WHP/10316,Wholesale Pharmacy,1017245590,"BIAFURA, MBARARA - PLOT 30,VICTOR BWANA 1 ROAD","PLOT 30,VICTOR BWANA 1 ROAD",1990,Human,Mbarara,South Western Region - Mbarara
HIKMA PHARMACEUTICALS LIMITED,NDA/PRE/WHP/10337,Wholesale Pharmacy,1038079740,"OPPOSITE KASANA ANGLICAN DIOCESE, KASANA LUWEERO",GULU HIGHWAY,2157,Human,Luweero,Kampala Extra - Akamwesi
SAYFUL CO. LIMITED,NDA/PRE/WHP/10378,Wholesale Pharmacy,\N,NEXT TO AMBIANCE HOTEL,MASAKA-NYENDO RD,1903,Human,Masaka,Central Regional Office - Masaka
JEPRA MEDICAL SERVICES LTD,NDA/PRE/WHP/10384,Wholesale Pharmacy,\N,PLOT NO. 02,BAZAAR STREET,\N,Human,Tororo,Eastern Region - Tororo
UNIPRIX PHARMACY LIMITED,NDA/PRE/WHP/10423,Wholesale Pharmacy,1038652392,"Igayaza Town council, Kakumiro district","MAIN STREET,",1906,Human,Kakumiro,Western Region - Hoima
GILGIT PHARMACY LIMITED,NDA/PRE/WHP/10434,Wholesale Pharmacy,1039174466,NEXT TO BETHANY HOSPITAL,KATABI TOWN COUNCIL,1965,Human,Wakiso,Kampala Extra - Akamwesi
BETTER LIFE PHARMACEUTICALS LTD,NDA/PRE/WHP/10435,Wholesale Pharmacy,1012974697,"NEXT TO SHELL BULAGA, CAROLINE NASSIMBWA'S BLD'G",MITYANA ROAD,2282,Human,Wakiso,Kampala Extra - Akamwesi
PROFACTOR PHARMA (U) LIMITED,NDA/PRE/WHP/10458,Wholesale Pharmacy,\N,OPP. ST. LUKE COU,KYENJOJO-HOIMA RD,1788,Human,Kagadi,Western Region - Hoima
BIFAH PHARMACY LIMITED,NDA/PRE/WHP/10468,Wholesale Pharmacy,\N,"KASAMBILA T/CENTRE, KAMULI",JINJA-KAMULI HIGHWAY,1024,Human,Kamuli,South Eastern Region - Jinja
DARSHI PHARMACY (U) LIMITED,NDA/PRE/WHP/10472,Wholesale Pharmacy,\N,"PLOT  60, KIGUMBA T.C",KIGUMBA - MASINDI RD,2047,Human,Kiryandongo,Western Region - Hoima
MOLIFE INVESTMENTS LIMITED,NDA/PRE/WHP/10477,Wholesale Pharmacy,\N,KAMULI MUNICIPAL COUNCIL,ADAMS RD,1913,Human,Kamuli,South Eastern Region - Jinja
XYLOPHARM LIMITED,NDA/PRE/WHP/1048,Wholesale Pharmacy,\N,Kamuli Municipality,Saaza Road,668,Human,Kamuli,South Eastern Region - Jinja
WALK IN PHARMACEUTICALS,NDA/PRE/WHP/10486,Wholesale Pharmacy,1038928635,"WOBULENZI T/C, KAMPALA-GULU HIGHWAY, LUWERO",KLA-GULU HIGHWAY,1929,Human,Luweero,Kampala Extra - Akamwesi
FIRST HILL PHARMACEUTICALS &DIAGNOSTICS LTD,NDA/PRE/WHP/10487,Wholesale Pharmacy,\N,KIROMBE,GOGONYA ROAD,1781,Human,Kampala,Kampala Extra - Akamwesi
EQUITY PHARMA LTD,NDA/PRE/WHP/10490,Wholesale Pharmacy,1038974639,"NAKAVULE A, JINJA - TORORO HIGHWAY-IGANGA",JINJA - TORORO HIGHWAY-IGANGA,1619,Human,Iganga,South Eastern Region - Jinja
GREAT VETS INTERNATIONAL LIMITED,NDA/PRE/WHP/10519,Wholesale Pharmacy,\N,"MBARI PLAZA, NALUKOLONGO",,1022,Veretinary,Kampala,Kampala Extra - Akamwesi
KENG PHARMACEUTICALS LIMITED,NDA/PRE/WHP/10545,Wholesale Pharmacy,1019369869,"SAME BLD'G AS URA SERVICE CENTER, OPP DFCU BANK",KOOKI STREET,1905,Veretinary,Masaka,Central Regional Office - Masaka
WHITAG PHARMACEUTICALS LTD,NDA/PRE/WHP/10568,Wholesale Pharmacy,\N,Kabuyanda Town Council,Kabuyanda,1164,Human,Isingiro,South Western Region - Mbarara
PATEL PHARMACY (U) LTD,NDA/PRE/WHP/10571,Wholesale Pharmacy,\N,"ROOM 22 &23, BWAISE COMPLEX CENTER","KATALE STREET, WAKISO T.C",741,Human,Wakiso,Kampala Extra - Akamwesi
ALLIED SUPER INVESTMENTS LTD,NDA/PRE/WHP/1059,Wholesale Pharmacy,\N,Plot 10,Rwenzori Road,1288,Human,Kasese,South Western Region - Mbarara
PEDRO COLLIN PHARMACY LTD,NDA/PRE/WHP/1065,Wholesale Pharmacy,\N,LOCKUP 6C/8C,"TAXI PARK,",1081,Human,Kamuli,South Eastern Region - Jinja
S.A AND E.M PHARMACY LIMITED,NDA/PRE/WHP/1076,Wholesale Pharmacy,\N,KAGADI TOWN,MARKET STREET,596,Human,Kagadi,Western Region - Hoima
NORVIK ENTERPRISES LIMITED,NDA/PRE/WHP/1095,Wholesale Pharmacy,\N,Plot 78/3-4,KUMI ROAD,535,Human,Mbale,Eastern Region - Tororo
SPARTAN,NDA/PRE/WHP/1099,Wholesale Pharmacy,\N,PLOT 16B,MAIN ROAD,410,Human,Budaka,Eastern Region - Tororo
ZARIN PHARMACEUTICALS LIMITED,NDA/PRE/WHP/1110,Wholesale Pharmacy,\N,BABIIHA,MAIN STREET,724,Human,Iganga,South Eastern Region - Jinja
Gayatri Pharmacy Limited,NDA/PRE/WHP/1118,Wholesale Pharmacy,\N,"Plot 23/25,",Scindia Rd,1615,Human,Jinja,South Eastern Region - Jinja
YAGNAPURUSH PHARMACY LTD,NDA/PRE/WHP/1121,Wholesale Pharmacy,\N,Plot 60A,MAIN STREET,775,Human,Iganga,South Eastern Region - Jinja
AL-KABEER PHARMA LIMITED,NDA/PRE/WHP/1122,Wholesale Pharmacy,\N,"Block 123, Plot 1198",Alice Mulooki Road,535,Human,Jinja,South Eastern Region - Jinja
KAKAMA PHARMACEUTICALS LIMITED,NDA/PRE/WHP/1153,Wholesale Pharmacy,\N,"PLOT 27,",OPPOSITE TAXI PARK,759,Human,Mubende,Western Region - Hoima
MEDORA PHARMA LTD,NDA/PRE/WHP/1220,Wholesale Pharmacy,\N,"Plot 494, Block 204, Goshen House, Kawempe",Bombo Road,933,Human,Kampala,Kampala Extra - Akamwesi
METRO PHARMACEUTICALS LIMITED,NDA/PRE/WHP/1225,Wholesale Pharmacy,1000032322,"Plot 14, Bombo Rd",Bombo Rd,641,Human,Kampala,Kampala Extra - Akamwesi
ALISHA ANDYCO UGANDA LTD,NDA/PRE/WHP/1238,Wholesale Pharmacy,\N,PLOT 4B -,REPUBLIC STREET,254,Human,Mbale,Eastern Region - Tororo
METRALCO LIMITED,NDA/PRE/WHP/1268,Wholesale Pharmacy,\N,PLOT 29,REPUBLIC STREET,344,Human,Mbale,Eastern Region - Tororo
PAJA PHARMACY LTD,NDA/PRE/RTP/1524,Retail Pharmacy,1016979803,PLOT 91 GRANT STREET,TORORO HIGHWAY,1016,Human,Bugiri,South Eastern Region - Jinja
HORIZON PHARMACEUTICALS LTD,NDA/PRE/WHP/1285,Wholesale Pharmacy,\N,"Plot 21,",Wani Road,853,Human,Adjumani,West Nile Region - Arua
ACCURATE DOSE PHARMACY - SMC LIMITED,NDA/PRE/WHP/1302,Wholesale Pharmacy,1050261000,"PLOT 10, TABAN LANE - NEW TAXI PARK, ARUA",TABAN LANE - NEW TAXI PARK,1194,Human,Arua,West Nile Region - Arua
PRIME HEALTH CARE LTD,NDA/PRE/WHP/1310,Wholesale Pharmacy,\N,Ambassador House,Adumi Road,512,Human,Arua,West Nile Region - Arua
LIFE PHARMA AFRICA LIMITED,NDA/PRE/WHP/1354,Wholesale Pharmacy,\N,"Plot16, Ezzy stores building",Wilson Rd,733,Human,Kampala,Kampala Extra - Akamwesi
QUALITY CHEMICALS LTD,NDA/PRE/WHP/1363,Wholesale Pharmacy,1000119943,"PLOT 64/65, KATWE",Katwe Road,275,Veretinary,Kampala,Kampala Extra - Akamwesi
ALPHA MEDICA PHARMACEUTICAL 2012 LTD,NDA/PRE/WHP/1381,Wholesale Pharmacy,\N,Kasubi,Hoima Rd,1002,Human,Kampala,Kampala Extra - Akamwesi
NANDINI PHARMACEUTICALS LIMITED,NDA/PRE/WHP/1396,Wholesale Pharmacy,1000034873,"Plot 122, 6th Street Industrial Area",6th Street Industrial Area,398,Veretinary,Kampala,Kampala Extra - Akamwesi
SKYFALL INVESTMENT LTD,NDA/PRE/WHP/1399,Wholesale Pharmacy,\N,PLOT 48,MUSITA RD-MAYUGE RD,1302,Human,Jinja,South Eastern Region - Jinja
POPULATION SERVICES INTERNATIONAL - UGANDA,NDA/PRE/WHP/1405,Wholesale Pharmacy,1010538140,"PLOT 1828, NSAMBYA",GOGONYA RD,629,Human,Kampala,Kampala Extra - Akamwesi
NORBROOK (U) LTD,NDA/PRE/WHP/1464,Wholesale Pharmacy,1000055502,"Plot 703, Banda",Jinja Road,461,Veretinary,Kampala,Kampala Extra - Akamwesi
MEDIPHARM SALES LIMITED,NDA/PRE/WHP/1469,Wholesale Pharmacy,1000035836,"Plot 65, Bweyogerere",Kakajjo Rd,290,Human,Kampala,Kampala Extra - Akamwesi
SINO AFRICA MEDICINES &HEALTH LTD,NDA/PRE/WHP/1470,Wholesale Pharmacy,\N,Plot 104-106A Industrial Area,5th Street,973,Human,Kampala,Kampala Extra - Akamwesi
Medicross Pharmacy (U) Limited,NDA/PRE/WHP/1492,Wholesale Pharmacy,\N,PIONEER VIEW ARCADE,BEN KIWANUKA STRT,730,Human,Kampala,Kampala Extra - Akamwesi
WESTERN PHARMACY,NDA/PRE/WHP/1515,Wholesale Pharmacy,\N,"PLOT 2, KABWOHE TOWN",KABWOHE TOWN,1117,Human,Sheema,South Western Region - Mbarara
AMAZON IMMUNO- CHEM LTD,NDA/PRE/WHP/1531,Wholesale Pharmacy,1008613508,Nakivubo,Cooper Motors High Street,860,Veretinary,Kampala,Kampala Extra - Akamwesi
JS REMEDY LIMITED,NDA/PRE/WHP/1598,Wholesale Pharmacy,1006608107,Plot 249 Block 3,Sir Apollo Kagwa Rd,1905,Human,Kampala,Kampala Extra - Akamwesi
KAIYUANTANG (U) LIMITED,NDA/PRE/WHP/1617,Wholesale Pharmacy,1009565834,"House 13, Gloucester Avenue, Kyambogo, Nakawa Division",Gloucester Avenue,833,Human,Kampala,Kampala Extra - Akamwesi
NAIROBI ENTERPRISES (U) LIMITED,NDA/PRE/WHP/1623,Wholesale Pharmacy,1001199066,Plot 9/4,Bombo Rd,407,Human,Kampala,Kampala Extra - Akamwesi
STANDARD HEALTH MARKETEERS SMC-LTD,NDA/PRE/WHP/1636,Wholesale Pharmacy,101842679,"Plot 20-21, 27-28","Martyr's Way, Ntinda",897,Human,Kampala,Kampala Extra - Akamwesi
JEET PHARMACEUTICALS LIMITED,NDA/PRE/WHP/1647,Wholesale Pharmacy,1008744030,Plot M73,Opp UMA Show Ground,1643,Human,Kampala,Kampala Extra - Akamwesi
FREIGHT IN TIME (U) LIMITED,NDA/PRE/WHP/1649,Wholesale Pharmacy,\N,"KIJABIJO VILLAGE, WAKISO T.C",GAYAZA RD,1009,Human,Wakiso,Kampala Extra - Akamwesi
KAYABWE PHARMACEUTICALS LIMITED,NDA/PRE/WHP/1653,Wholesale Pharmacy,\N,KANONI,Masaka Rd,918,Human,Mpigi,Central Regional Office - Masaka
IMG PHARMACEUTICAL LIMITED,NDA/PRE/WHP/1675,Wholesale Pharmacy,1002076623,"Plot 4686, Kisugu -Namuwongo, St. Barnabus Rd",St. Barnabus Rd,971,Human,Kampala,Kampala Extra - Akamwesi
IMAGINE PHARMACEUTICALS LTD,NDA/PRE/WHP/1692,Wholesale Pharmacy,\N,"Shop 116, Nansamba Arcade",Namirembe Rd,715,Human,Kampala,Kampala Extra - Akamwesi
AFRI-WORLD PHARMACEUTICALS (U) LTD,NDA/PRE/WHP/1712,Wholesale Pharmacy,1033363141,"Plot 13, Shop 4, Kisakya Mariya Mall",William Street,1010,Human,Kampala,Kampala Extra - Akamwesi
RIMA (E.A) LIMITED,NDA/PRE/WHP/1738,Wholesale Pharmacy,1000264442,"Plot 247, Block 4, Access Building",Lubaga Rd,794,Human,Kampala,Kampala Extra - Akamwesi
Medvin Pharma Ltd William Street,NDA/PRE/WHP/1757,Wholesale Pharmacy,\N,Plot 11,William Street,769,Human,Kampala,Kampala Extra - Akamwesi
PILLAR PHARMA LIMITED,NDA/PRE/WHP/1761,Wholesale Pharmacy,\N,"Plot 479, Zana",Entebbe Rd,1866,Human,Wakiso,Kampala Extra - Akamwesi
JOINT MEDICAL STORE (UPMB-UCMB),NDA/PRE/WHP/1770,Wholesale Pharmacy,1000028849,"PLOT 12B, LUGARD RD",LUGARD RD,573,Human,Kabarole,Western Region - Hoima
PLUTO PHARMACEUTICALS LIMITED,NDA/PRE/WHP/1785,Wholesale Pharmacy,1014870274,"Plot 7, Arua Park , Johnstone Street",Johnstone Street,2135,Human,Kampala,Kampala Extra - Akamwesi
KISORO CENTRAL PHARMACY LTD,NDA/PRE/WHP/1809,Wholesale Pharmacy,\N,Plot 27B Kisoro Municipality,Bunagana Road,1894,Human,Kisoro,South Western Region - Mbarara
MULTICARE ENTERPRISES LIMITED,NDA/PRE/WHP/1810,Wholesale Pharmacy,\N,Rukungiri Municipality,Republic Rd,1117,Human,Rukungiri,South Western Region - Mbarara
ABACUS PHARMA LTD,NDA/PRE/WHP/1814,Wholesale Pharmacy,\N,Plot 4,Mbarara Road,1770,Human,Kabale,South Western Region - Mbarara
GLOBAL VET (U) LIMITED,NDA/PRE/WHP/1823,Wholesale Pharmacy,1000039274,"Plot 14/ 18, Shop V001, Venus Plaza",Nakivubo Place,701,Veretinary,Kampala,Kampala Extra - Akamwesi
Delisha Pharmacy Ltd,NDA/PRE/WHP/1825,Wholesale Pharmacy,\N,Luteete Trading Centre,Gayaza Rd,1319,Human,Wakiso,Kampala Extra - Akamwesi
MARVIN PHARMA LTD,NDA/PRE/WHP/1881,Wholesale Pharmacy,1014100577,"H &M Business Center, Nsangi",Masaka Highway,394,Human,Wakiso,Kampala Extra - Akamwesi
MERKS PHARMACEUTICALS LIMITED,NDA/PRE/WHP/1884,Wholesale Pharmacy,\N,Railway,Station Way Road,1894,Human,Kamwenge,South Western Region - Mbarara
ZAIN AND ZAINY COMPANY LIMITED,NDA/PRE/WHP/1921,Wholesale Pharmacy,\N,Horizon Building,Kabale-Kisoro Rd,1058,Human,Kabale,South Western Region - Mbarara
JOINT MEDICAL STORES,NDA/PRE/WHP/1928,Wholesale Pharmacy,\N,Mbarara Municipality,Kashari Hill,573,Human,Mbarara,South Western Region - Mbarara
HEALTH CORNER PHARMACY LIMITED,NDA/PRE/WHP/1947,Wholesale Pharmacy,\N,Plot 14,Queens Avenue,1006,Human,Gulu,Northern Region - Lira
Rosa Enterprises Limited,NDA/PRE/WHP/1950,Wholesale Pharmacy,\N,Apac Municipal,Hospital Rd,1841,Human,Apac,Northern Region - Lira
SUPER MEDIC LTD-MBARARA,NDA/PRE/WHP/1969,Wholesale Pharmacy,\N,Mbarara City,High Street,556,Human,Mbarara,South Western Region - Mbarara
Alpharma Care Ltd-Aputi Rd,NDA/PRE/WHP/1972,Wholesale Pharmacy,1008881045,Plot 16,Aputi Rd,922,Human,Lira,Northern Region - Lira
COMPASS PHARMACY (U) LIMITED,NDA/PRE/WHP/1998,Wholesale Pharmacy,\N,NYAHUKA,TOWN COUNCIL,1976,Human,Bundibugyo,Western Region - Hoima
GULF E A PHARMACEUTICALS LIMITED,NDA/PRE/WHP/2015,Wholesale Pharmacy,\N,"PLOT 1285, NABISWA RD",KIWATULE,1458,Human,Kampala,Kampala Extra - Akamwesi
A TO Z PHARMA LTD,NDA/PRE/WHP/2021,Wholesale Pharmacy,1054785073,WAKISO TRADING CENTRE,HOIMA RD,2182,Human,Wakiso,Kampala Extra - Akamwesi
REVITAL HEALTH CARE LTD,NDA/PRE/WHP/2043,Wholesale Pharmacy,1016545150,"PLOT 9, NABOA RD, MBALE CITY",NABOA ROAD,1274,Human,Mbale,Eastern Region - Tororo
ST JUDE ROYAL PHARMACY LIMITED,NDA/PRE/WHP/2050,Wholesale Pharmacy,\N,PLOT NO 07 -,BISHOP WASIKE RD,1541,Human,Mbale,Eastern Region - Tororo
MERTON CAPITAL LIMITED,NDA/PRE/WHP/2062,Wholesale Pharmacy,1007643225,Plot 400 Missionary House Rubaga,Stensera Rd,924,Human,Kampala,Kampala Extra - Akamwesi
BENLE CONSULT LIMITED,NDA/PRE/WHP/2067,Wholesale Pharmacy,1007055115,"PLOT 1918, KIREKA NEAR THE KABAKA'S PALACE",NEAR THE KABAKA'S PALACE,833,Human,Wakiso,Kampala Extra - Akamwesi
BASIIBYE PHARMACY LIMITED,NDA/PRE/WHP/2086,Wholesale Pharmacy,1001860896,"PLOT 90 EDWARD AVENUE, NEXT TO POST BANK, MASAKA CITY","PLOT 90 EDWARD AVENUE, NEXT TO POST BANK, MASAKA CITY",339,Human,Masaka,Central Regional Office - Masaka
Abacus Pharma (A) Ltd - Iganga,NDA/PRE/WHP/2100,Wholesale Pharmacy,\N,"Plot 94,","Main Street, Iganga",947,Human,Iganga,South Eastern Region - Jinja
YUG PHARMACEUTICAL LIMITED,NDA/PRE/WHP/2117,Wholesale Pharmacy,\N,KayungaTown,Busaana Rd,1230,Human,Kayunga,South Eastern Region - Jinja
HEALTHY ENTREPRENEURS UGANDA LIMITED,NDA/PRE/WHP/2182,Wholesale Pharmacy,\N,"Plot 3, Bata close, Design hub",5th Street Industrial Area,1461,Human,Kampala,Kampala Extra - Akamwesi
TRANSMED INVESTMENTS LIMITED,NDA/PRE/WHP/2189,Wholesale Pharmacy,1009989890,"SHOP NO. 23, 24 &25, WILSON ONE BUILDING, WILSON ROAD, KAMPALA CENTRAL",Johnson Street,1158,Human,Kampala,Kampala Extra - Akamwesi
Diocese Of Jinja Medical Services Ltd,NDA/PRE/WHP/2211,Wholesale Pharmacy,\N,Opposite Jinja College,Lubaga Hill,466,Human,Jinja,South Eastern Region - Jinja
GODS MERCIES PHARMACY LIMITED,NDA/PRE/WHP/2230,Wholesale Pharmacy,\N,Mayuge Town Council,Musita Rd,1250,Human,Mayuge,South Eastern Region - Jinja
FRAM PHARMACEUTICALS LTD,NDA/PRE/WHP/2258,Wholesale Pharmacy,\N,PLOT 37/39 -,SOLOT AVENUE,1323,Human,Soroti,North Eastern Region - Soroti
AL-UMA TRADE PHARMACEUTICALS LTD,NDA/PRE/WHP/2291,Wholesale Pharmacy,1042388794,"ARUA PARK MALL, SHOP G10-11, JOHNSON STREET",JOHNSON STREET,1750,Human,Kampala,Kampala Extra - Akamwesi
PROMED PHARMA AFRICA LTD,NDA/PRE/WHP/2310,Wholesale Pharmacy,\N,"PLOT 48/50,",KAYUNGA ROAD,666,Human,Mukono,South Eastern Region - Jinja
VEERAM HEALTHCARE (U) LIMITED,NDA/PRE/WHP/0075,Wholesale Pharmacy,1000837522,Plot A-23,Nsambya Estate,299,Human,Kampala,Kampala Extra - Akamwesi
DAVIMED PHARMA LIMITED,NDA/PRE/WHP/2336,Wholesale Pharmacy,1016412705,"Plot 12, Shop 1, Nandee Towers",Wilson Street,876,Human,Kampala,Kampala Extra - Akamwesi
K.K Pharmacy Ltd,NDA/PRE/WHP/2365,Wholesale Pharmacy,\N,Nyendo,Masaka,2065,Human,Masaka,Central Regional Office - Masaka
HEALTH CARE INVESTMENT (U) LTD,NDA/PRE/WHP/2404,Wholesale Pharmacy,\N,PLOT 48,KISIRA LANE,858,Human,Kaliro,South Eastern Region - Jinja
LUBOWA PHARMACEUTICAL LIMITED,NDA/PRE/WHP/2408,Wholesale Pharmacy,\N,Buwama,Buwama,644,Human,Mpigi,Central Regional Office - Masaka
BUSOGA FARM SUPPLY VET SHOP,NDA/PRE/WHP/2468,Wholesale Pharmacy,\N,PLOT 61-62,ALDINA ROAD,858,Veretinary,Jinja,South Eastern Region - Jinja
